intent;utterance
healthcare.out_of_scope_benefits;Please inform  me  the cost for  co-pay
healthcare.out_of_scope_benefits;Help  me  with the cost for  co-pay
healthcare.out_of_scope_benefits;can you inform  me  the cost for  co-pay
healthcare.out_of_scope_benefits;For  co-pay , please help  me  with the cost
healthcare.out_of_scope_benefits;what is the cost for  co-pay   Treatment
healthcare.out_of_scope_benefits;For  co-pay , tell  me  the cost
healthcare.out_of_scope_benefits;For  co-pay , how much do I pay?
healthcare.out_of_scope_benefits;For  co-pay , what is the cost
healthcare.out_of_scope_benefits;co-pay  will cost  me  how much?
healthcare.out_of_scope_benefits;How much will  co-pay  cost  me
healthcare.out_of_scope_benefits;What is the cost for  co-pay
healthcare.out_of_scope_benefits;Can you help  me  with the cost for  co-pay
healthcare.out_of_scope_benefits;Do I need to pay for  co-pay
healthcare.out_of_scope_benefits;Do I have to pay for  co-pay
healthcare.out_of_scope_benefits;Cost for  co-pay
healthcare.out_of_scope_benefits;How much does  co-pay  cost
healthcare.out_of_scope_benefits;Please tell the cost for  co-pay
healthcare.out_of_scope_benefits;How much do I need to spend for  co-pay
healthcare.out_of_scope_benefits;and how much do I pay for  co-pay ?
healthcare.out_of_scope_benefits;co-pay  costs ?
healthcare.out_of_scope_benefits;Tell  me  the cost for  co-pay
healthcare.out_of_scope_benefits;Can you tell  me  the cost for  co-pay
healthcare.out_of_scope_benefits;How much do I need to pay for  co-pay
healthcare.out_of_scope_benefits;How much do I have to pay for  co-pay
healthcare.out_of_scope_benefits;tell  me  about my  copay
healthcare.out_of_scope_benefits;what is my  copay
healthcare.out_of_scope_benefits;my  copay
healthcare.out_of_scope_benefits;How much do I need to spend for  hsa
healthcare.faq_network;tell the difference in between network and out of network?
healthcare.faq_network;how to identify between in network and out of network?
healthcare.faq_network;how to understand the difference between network and out of network
healthcare.faq_network;Could you tell me where to recognize the difference between in network and out of network
healthcare.faq_network;distinguish between in network and out of network
healthcare.faq_network;Can you tell me how to make a distinction between network and out of network
healthcare.faq_network;find me how is in network different from out of network
healthcare.faq_network;is there any difference between in network and out of network
healthcare.faq_network;can you tell me how can i differentiate between in network and out of network
healthcare.faq_network;in network and out of network differences
healthcare.faq_network;how in network and out of network varies
healthcare.faq_network;what are the key difference between in network and out of network
healthcare.faq_network;contrast in network and out of network
healthcare.faq_network;comparison between in network and out of network
healthcare.faq_network;help me to know the variation betweeen in network and out of network
healthcare.faq_network;real distinction between in network and out of network
healthcare.faq_network;variation amidst in netwok and out of network
healthcare.faq_network;how is in network distinct from out of network
healthcare.faq_network;in network and out of network variant points
healthcare.faq_network;let me know the difference between in network and out of network
healthcare.faq_network;difference on in network and out of network
healthcare.faq_network;in network and out of network difference
healthcare.faq_network;tell me how in network and out of network differes
healthcare.faq_network;how in network and out of network different from each other
healthcare.faq_network;what is difference between in network and out of network
healthcare.free_now;now
healthcare.free_now;why not right now
healthcare.free_now;right now
healthcare.free_now;sounds awesome to start right now
healthcare.free_now;great time to start now
healthcare.free_now;sounds like i can start at this time
healthcare.free_now;why dont i start now
healthcare.free_now;i am readily available now
healthcare.free_now;perfecto  timing
healthcare.free_now;perfect time
healthcare.free_now;this is the best time
healthcare.free_now;anytime works for  me
healthcare.free_now;this time works for  me
healthcare.free_now;i am ready now
healthcare.free_now;Sounds now cool
healthcare.free_now;Sounds now Right
healthcare.free_now;It appears to work for  me  really!
healthcare.free_now;It plays for  me  either!
healthcare.free_now;It works for  me  again!
healthcare.free_now;It works for  me  already!
healthcare.free_now;It works for  me  really!
healthcare.free_now;It works for  me  though!
healthcare.free_now;It works for  me  and now!
healthcare.free_now;It works for  me  as well!
healthcare.free_now;It works for  me  anyway!
healthcare.free_now;It works for  me  now!
healthcare.free_now;And I am now ready,
healthcare.free_now;And I am ready,
healthcare.free_now;I am still available,
healthcare.free_now;Now I am available,
healthcare.free_now;And now I am free,
healthcare.free_now;And I am now free,
healthcare.free_now;Well I am free.
healthcare.free_now;I am now free.
healthcare.free_now;Now I am free.
healthcare.free_now;now works for me
healthcare.free_now;I am free now
healthcare.ask_open_timing;no thats fine when is it open
healthcare.ask_open_timing;no when it will be open
healthcare.ask_open_timing;no when is it open
healthcare.ask_open_timing;let  me  know if the  hospital  is open  at 9pm  time
healthcare.ask_open_timing;how to check if the clinic is available  at 9pm  time
healthcare.ask_open_timing;check if the clinic is open at 9 o clock
healthcare.ask_open_timing;9pm  time clinic open
healthcare.ask_open_timing;does the clinic open in 9pm time
healthcare.ask_open_timing;help  me  to know the opening time of the  clinic
healthcare.ask_open_timing;if i go at this time will the hospitail open
healthcare.ask_open_timing;at which time should i go to find the clinic open
healthcare.ask_open_timing;at which time the clinic time
healthcare.ask_open_timing;at which time does the  hospital  open
healthcare.ask_open_timing;When does the  hospital  open
healthcare.ask_open_timing;When is the next facility  accessible
healthcare.ask_open_timing;When is the next  service  ready
healthcare.ask_open_timing;When's the center  available
healthcare.ask_open_timing;When's the clinic  available
healthcare.ask_open_timing;When will the clinic be open?
healthcare.ask_open_timing;When will the clinic be opened?
healthcare.ask_open_timing;When does the clinic open?
healthcare.ask_open_timing;When is the  hospital  open?
healthcare.ask_open_timing;When is the clinic open?
healthcare.ask_open_timing;When is this open?
healthcare.ask_open_timing;When is it open?
healthcare.ask_open_timing;No, this one's fine. When is it open?
healthcare.annual_physical;it will be helpful if you can give  me  info on my  annual physical
healthcare.annual_physical;can you help  me  on knowing about my  annual physical   information
healthcare.annual_physical;my  annual physical
healthcare.annual_physical;i  want you to give  me  more details on my  annual physical
healthcare.annual_physical;fetch  me  info on my  annual physical
healthcare.annual_physical;what do you know about my  annual physical
healthcare.annual_physical;description on my  annual physical
healthcare.annual_physical;information on my  annual physical
healthcare.annual_physical;my  annual physical   information
healthcare.annual_physical;my  annual physical   details
healthcare.annual_physical;find out more information on my  annual physical
healthcare.annual_physical;why dont you give  me  more information on my  annual physical
healthcare.annual_physical;have you got any details on my  annual physical
healthcare.annual_physical;brief  me  on  annual physical   information
healthcare.annual_physical;i  need to know about my  annual physical   information
healthcare.annual_physical;give  me  information on  annual physical
healthcare.annual_physical;i  need to know about my  annual physical
healthcare.annual_physical;what information can you give  me  on my  annual physical
healthcare.annual_physical;tell  me  more about my  annual physical
healthcare.annual_physical;check my  annual physical
healthcare.annual_physical;what's my annual physical
healthcare.annual_physical;tell  me  about my annual physical
healthcare.annual_physical;annual physical
healthcare.annual_physical;what about my annual physical?
healthcare.annual_physical;Is my annual physical  covered  ?
healthcare.annual_physical;That was really helpful. I think it's time I should get my annual physical. Is this  covered ?
healthcare.faq_deductible;help me understand the term deductible
healthcare.faq_deductible;I am not sure what do you mean by deductible
healthcare.faq_deductible;can you define a deductible for me
healthcare.faq_deductible;What do you mean by the term deductible
healthcare.faq_deductible;can i find information on deductibe
healthcare.faq_deductible;what is the meaning of the term deductible
healthcare.faq_deductible;Can you please define deductible
healthcare.faq_deductible;Explain the term deductible
healthcare.faq_deductible;Please explain what deductible means
healthcare.faq_deductible;Can you explain what deductible is
healthcare.faq_deductible;what do you mean by deductible
healthcare.faq_deductible;Define deductible
healthcare.faq_deductible;I don't know what's deductible
healthcare.faq_deductible;what's a  deductible
healthcare.faq_deductible;tell  me  about the cost of money i need to pay before my health insurance starts to pay
healthcare.faq_deductible;what is the amount of money i need to pay before my health insurance will start to pay
healthcare.faq_deductible;explain  me  about  Deductible
healthcare.faq_deductible;hey bot can you help  me  know what  Deductible  is
healthcare.faq_deductible;give  me  information about  Deductible
healthcare.faq_deductible;can you help  me  know about  Deductible
healthcare.faq_deductible;let  me  know about  Deductible
healthcare.faq_deductible;brief  me  about  Deductible
healthcare.faq_deductible;information about  Deductible
healthcare.faq_deductible;tell  me  something about  Deductible
healthcare.faq_deductible;what is  Deductible
healthcare.more_info;$1400  look low to  me
healthcare.more_info;I  can see that  $2000  is far less. Do you also have more description?
healthcare.more_info;$2000  is somehow less. Do you really have more info?
healthcare.more_info;With  me ,  $2000  is a little less. Do you even have more specifics?
healthcare.more_info;For  me ,  $2000  is much less. Do you have more precise details?
healthcare.more_info;$2000  is somewhat less. Do you have more detailed info?
healthcare.more_info;$2000  would appear to  me  to be less. Do you have any more details?
healthcare.more_info;$2000  seems to  me  to be less. Do you have more information?
healthcare.more_info;For  me ,  $2000  seems less. Will you have more details about  me ?
healthcare.more_info;To  me ,  $2000  seems less. Do you have more details?
healthcare.more_info;$2000  seems less to  me . Do you have more info
healthcare.more_info;$1400  seems wrong, I've spent more
healthcare.more_info;$1100  is wrong, there is a discrepancy
healthcare.more_info;$1400  seems incorrect
healthcare.more_info;Umm, this seems inappropriate. I've spent more
healthcare.more_info;There maybe some disrcrepency, I've surely spent more
healthcare.more_info;I guess, I've spent more, there may be some  discrepency
healthcare.more_info;This does not look right to  me
healthcare.more_info;There is some disparity in the value shown and what I've spent
healthcare.more_info;This value does seems incorrect. I know I've spent more
healthcare.more_info;I feel there is some discrepancy in the value  showed
healthcare.more_info;$1400  out of network does not seem right, I think I've spent more
healthcare.more_info;$1400  out of network looks low to me, I know I've spent more than that.
healthcare.more_info;$1400  out of network looks low to me, I know I've spent more than that.   Do you have more info?
healthcare.more_info;Can you tell me more?
healthcare.more_info;Do you have more info?
healthcare.initialize_claims;i want to know about my eob
healthcare.initialize_claims;tell me more about my bill
healthcare.initialize_claims;i want to know more about the bill I have got
healthcare.initialize_claims;can I also ask about my bill
healthcare.initialize_claims;can I also ask about the bill I got
healthcare.initialize_claims;I would like to know about my previous claim
healthcare.initialize_claims;Hi, I am curious about my claims
healthcare.initialize_claims;Hi, can you help me understand my claims
healthcare.initialize_claims;I want to know about my claims
healthcare.initialize_claims;Hi, I want to see information about my claim
healthcare.initialize_claims;Can you please tell me about my previous claim
healthcare.initialize_claims;What is the latest update about my previous claim
healthcare.initialize_claims;Help me with information about my previous claim
healthcare.initialize_claims;What is the status of my previous claim
healthcare.initialize_claims;I want to know about my previous claim
healthcare.initialize_claims;What's my claims status
healthcare.initialize_claims;I want to see information about my previous claims
healthcare.initialize_claims;Please share information about my previous claim
healthcare.initialize_claims;Can you share some information about my previous claims
healthcare.initialize_claims;Update on my previous claim
healthcare.initialize_claims;I want to see information about my previous claim
healthcare.initialize_claims;Any update on my claims status
healthcare.initialize_claims;Claim status update
healthcare.initialize_claims;I want to file a claim
healthcare.initialize_claims;Help me understand my claims
healthcare.initialize_claims;Can you share some information about my claims
healthcare.initialize_claims;Updated claim status
healthcare.initialize_claims;what is the status of my claims
healthcare.initialize_claims;Is my claim processed?
healthcare.initialize_claims;Can you let me know if my claim is processed
healthcare.initialize_claims;Can you help me with my claims status
healthcare.initialize_claims;claims
healthcare.initialize_claims;healthcare claims
healthcare.initialize_claims;having trouble with a claim
healthcare.initialize_claims;trouble with a claim
healthcare.initialize_claims;what's the status of my claim
healthcare.initialize_claims;what's wrong with this claim?
healthcare.initialize_claims;i need help with a claim
healthcare.initialize_claims;problem with a claim
healthcare.initialize_claims;claim issue
healthcare.initialize_claims;i have an issue
healthcare.initialize_claims;issue
healthcare.initialize_claims;claim question
healthcare.initialize_claims;question about a claim
healthcare.initialize_claims;question
healthcare.initialize_claims;Hi, I need help with a claim
healthcare.initialize_claims;help with claim
healthcare.faq_formulary;Can you share some information on the term formulary
healthcare.faq_formulary;what exactly do you mean by formulary
healthcare.faq_formulary;ok now what info have you got about formulary
healthcare.faq_formulary;is there any information available about formulary
healthcare.faq_formulary;Help me understand the term formulary
healthcare.faq_formulary;what information can you give me about the term formulary
healthcare.faq_formulary;can you define formulary for me
healthcare.faq_formulary;can i find information on formulary
healthcare.faq_formulary;I don't know what's formulary
healthcare.faq_formulary;what's a  formulary
healthcare.faq_formulary;formulary   information
healthcare.faq_formulary;can you tell  me  more info about  formulary
healthcare.faq_formulary;help  me  know about  formulary
healthcare.faq_formulary;i want to look into  formulary   information
healthcare.faq_formulary;what do you know about  formulary
healthcare.faq_formulary;explain  me  about  formulary
healthcare.faq_formulary;formulary  info
healthcare.faq_formulary;hey bot can you help me know about formulary
healthcare.faq_formulary;give  me  information about  formulary
healthcare.faq_formulary;can you help  me  know about  formulary
healthcare.faq_formulary;let  me  know about  formulary
healthcare.faq_formulary;brief  me  about  formulary
healthcare.faq_formulary;information about  formulary
healthcare.faq_formulary;tell  me  something about  formulary
healthcare.faq_formulary;what is  formulary
healthcare.prior_authorization;Can you check if  I  need a prior authorization for that?
healthcare.prior_authorization;Is prior authorization needed?
healthcare.prior_authorization;I  don't think prior authorization is required, is it?
healthcare.prior_authorization;prior authorization is required, am  I  right?
healthcare.prior_authorization;So do  I  need a prior authorization for that?
healthcare.prior_authorization;Prior authorization needs to be done or no?
healthcare.prior_authorization;can you please let  me  know if  I  need a prior authorization for that?
healthcare.prior_authorization;I am  confused, do  I  need a prior authorization for that?
healthcare.prior_authorization;Can you confirm if  I  need a prior authorization for that?
healthcare.prior_authorization;I am  not sure if  I  need a prior authorization for that?
healthcare.prior_authorization;Can you help  me  understand if  I  need a prior authorization for that?
healthcare.prior_authorization;Is it absolutely required to do prior authorization for that?
healthcare.prior_authorization;please check if i need  approval
healthcare.prior_authorization;Could I get approval in order to make it happen for it too?
healthcare.prior_authorization;Would I need confirmation in order to proceed for that?
healthcare.prior_authorization;tell  me  if request are to  me  made before hand to access  authorization
healthcare.prior_authorization;any request have to be made before in time
healthcare.prior_authorization;Do I have to request in order to plan for that?
healthcare.prior_authorization;Would I need explicit permission in ahead of time for that?
healthcare.prior_authorization;And I need access permission in order to plan for that?
healthcare.prior_authorization;Do I have to confirmation in good time for that?
healthcare.prior_authorization;Should I get permissions in ahead of time for that?
healthcare.prior_authorization;Do I need approval in ahead of time for that?
healthcare.prior_authorization;Do I need authorization in advance for that?
healthcare.prior_authorization;Do I need a prior authorization for that?
healthcare.out_of_scope_claims;Can  I  see my past claims?
healthcare.out_of_scope_claims;Can  I  see my other claims?
healthcare.out_of_scope_claims;How much do  I  need to pay? How much do  I  need to pay  out-of-pocket ?
healthcare.out_of_scope_claims;What does my explanation of benefit statement mean?
healthcare.out_of_scope_claims;I  don't know what this claim means. Can you help?
healthcare.out_of_scope_claims;I  don't think got the right  service
healthcare.out_of_scope_claims;I  don't think  I  got the right bill
healthcare.out_of_scope_claims;I  don't think that was  me
healthcare.out_of_scope_claims;My EOB is wrong
healthcare.out_of_scope_claims;My EOB is not  correct
healthcare.out_of_scope_claims;My EOB seems too high
healthcare.out_of_scope_claims;My bill is wrong
healthcare.out_of_scope_claims;My bill is not  correct
healthcare.out_of_scope_claims;My bill seems too high
healthcare.out_of_scope_claims;My claim is wrong
healthcare.out_of_scope_claims;My claim is not  correct
healthcare.out_of_scope_claims;My claim seems too high
healthcare.out_of_scope_claims;I am  not too sure about this amount. It seems way too high.  I  don't think that was  me
healthcare.out_of_scope_claims;I am  not too affirmative about this amount. It seems to be on the higher side
healthcare.out_of_scope_claims;Is this the right amount? It seems way too high
healthcare.out_of_scope_claims;The amount seems wrong.  I  don't think that was  me
healthcare.out_of_scope_claims;The amount seems wrong
healthcare.out_of_scope_claims;Umm, this amount seems to be slightly on a higher side.  I am  not sure if that was  me
healthcare.out_of_scope_claims;Ummm, this amount does not seem right. Is this  me ?  I am  not too sure
healthcare.out_of_scope_claims;According to  me , this amount is higher.  I  don't think this is for  me
healthcare.out_of_scope_claims;I  have certain doubts about this amount.  I  don't think that was  me
healthcare.out_of_scope_claims;I  have certain doubts about this amount.
healthcare.out_of_scope_claims;I am  not sure about this amount.  I  don't think that was  me
healthcare.out_of_scope_claims;The amount seems incorrect.  I  guess that wasn't  me
healthcare.out_of_scope_claims;I  guess the amount is a bit higher.  I  don't think that was  me
healthcare.out_of_scope_claims;The amount seems slightly high.
healthcare.out_of_scope_claims;The amount does not seem right,  I  don't think that was  me
healthcare.out_of_scope_claims;Need to know about my other claims
healthcare.out_of_scope_claims;What about my other  claims
healthcare.out_of_scope_claims;Help  me  with understand the status of my other  claims
healthcare.out_of_scope_claims;Any updates on my other claims status?
healthcare.out_of_scope_claims;And what about my other claims?
healthcare.out_of_scope_claims;I am  curious, about my other  claims
healthcare.out_of_scope_claims;I  would like to know the status of my other  claims
healthcare.out_of_scope_claims;Tell  me  about my other  claims
healthcare.out_of_scope_claims;Can you also help  me  with the status of my other  claims
healthcare.out_of_scope_claims;Help  me  understand my other  claims
healthcare.out_of_scope_claims;I  want to know about my other claims
healthcare.out_of_scope_claims;Umm ,  I  would like to see my other  claims
healthcare.out_of_scope_claims;Help  me  understand the status of my other  claims
healthcare.out_of_scope_claims;What is the status of my other  claims
healthcare.out_of_scope_claims;Help  me  with some information about my other  claims
healthcare.out_of_scope_claims;I  would like to know about my other  claims
healthcare.out_of_scope_claims;Can you tell  me  about my other  claims
healthcare.out_of_scope_claims;Can you help  me  with some information about my other  claims
healthcare.out_of_scope_claims;I  would like to see my other  claims
healthcare.out_of_scope_claims;I have more claims
healthcare.out_of_scope_claims;but there is more than one claim
healthcare.out_of_scope_claims;we have quite a few claims
healthcare.out_of_scope_claims;I have two claims to ask about
healthcare.out_of_scope_claims;there is more than one
healthcare.out_of_scope_claims;I have more than one
healthcare.out_of_scope_claims;I have more than one claim
healthcare.out_of_scope_claims;Can I ask about two claims
healthcare.out_of_scope_claims;Can I ask about other claims
healthcare.out_of_scope_claims;What if i have more claims?
healthcare.out_of_scope_claims;Why just one claim?
healthcare.out_of_scope_claims;How many claims can I ask about?
healthcare.out_of_scope_claims;I have multiple claims
healthcare.out_of_scope_claims;There is more than one claim
healthcare.faq_copay;can i find information on copayment
healthcare.faq_copay;can i find information on copay
healthcare.faq_copay;what is the meaning of the term co-pay
healthcare.faq_copay;Can you please define co-pay
healthcare.faq_copay;Define co-pay
healthcare.faq_copay;Explain the term co-pay
healthcare.faq_copay;Please explain what co-pay means
healthcare.faq_copay;Can you explain what co-pay is
healthcare.faq_copay;what do you mean by co-pay
healthcare.faq_copay;I don't know what's copay
healthcare.faq_copay;explain  me  about  Co pay
healthcare.faq_copay;explain  me  about  Co-pay
healthcare.faq_copay;explain  me  about  Copay
healthcare.faq_copay;Co pay  info
healthcare.faq_copay;Copay  info
healthcare.faq_copay;Co-pay  info
healthcare.faq_copay;hey bot can you help  me  know about my  Co pay
healthcare.faq_copay;hey bot can you help  me  know about my  Copay
healthcare.faq_copay;hey bot can you help  me  know about  Co-pay
healthcare.faq_copay;give  me  information about  Co pay
healthcare.faq_copay;give  me  information about  Copay
healthcare.faq_copay;give  me  information about  Co-pay
healthcare.faq_copay;can you help  me  know about  Copay
healthcare.faq_copay;can you help  me  know about  Co pay
healthcare.faq_copay;can you help  me  know about  Co-pay
healthcare.faq_copay;let  me  know about  Co pay
healthcare.faq_copay;let  me  know about  Copay
healthcare.faq_copay;let  me  know about  Co-pay
healthcare.faq_copay;brief  me  about  Copay
healthcare.faq_copay;brief  me  about  Co pay
healthcare.faq_copay;brief  me  about  Co-pay
healthcare.faq_copay;information about  Co pay
healthcare.faq_copay;information about  Copay
healthcare.faq_copay;information about  Co-pay
healthcare.faq_copay;tell  me  something about  co-pay
healthcare.faq_copay;tell  me  something about  copay
healthcare.faq_copay;tell  me  something about  co pay
healthcare.faq_copay;what is  Co pay
healthcare.faq_copay;what is  Copay
healthcare.faq_copay;what is  Co-pay
healthcare.faq_hsa;can i find information on health savings account
healthcare.faq_hsa;I don't know what's HSA
healthcare.faq_hsa;what's  HSA
healthcare.faq_hsa;what's Health Savings  Acccount
healthcare.faq_hsa;Am i eligible to open  hsa
healthcare.faq_hsa;Am i eligible to open  health savings account
healthcare.faq_hsa;who can open  hsa
healthcare.faq_hsa;who can open  health savings account
healthcare.faq_hsa;what should i know about  hsa
healthcare.faq_hsa;what should i know about  health savings account
healthcare.faq_hsa;tell  me  about  hsa
healthcare.faq_hsa;explain  me  about  hsa
healthcare.faq_hsa;explain  me  about  health savings account
healthcare.faq_hsa;hsa  info
healthcare.faq_hsa;health savings account  info
healthcare.faq_hsa;hey bot can you help me know about hsa
healthcare.faq_hsa;hey bot can you help me know about health savings account
healthcare.faq_hsa;give  me  information about  hsa
healthcare.faq_hsa;give  me  information about  health savings account
healthcare.faq_hsa;can you help  me  know about  hsa
healthcare.faq_hsa;can you help  me  know about  health savings account
healthcare.faq_hsa;let  me  know about  hsa
healthcare.faq_hsa;let  me  know about  health savings account
healthcare.faq_hsa;brief  me  about  hsa
healthcare.faq_hsa;brief  me  about  health savings account
healthcare.faq_hsa;information about  hsa
healthcare.faq_hsa;information about  health savings account
healthcare.faq_hsa;tell  me  something about  hsa
healthcare.faq_hsa;tell  me  something about  health savings account
healthcare.faq_hsa;what is  hsa
healthcare.faq_hsa;what is Health Savings  Acccount
healthcare.faq_covered_service;alright, and what exactly do you mean by a covered service
healthcare.faq_covered_service;I am not sure what is a covered service, can you help with that
healthcare.faq_covered_service;could you help me to know about covered service
healthcare.faq_covered_service;Help me understand the term covered service
healthcare.faq_covered_service;how can i find information on what a covered service is
healthcare.faq_covered_service;can i find information on covered service
healthcare.faq_covered_service;what is the meaning of the term covered service
healthcare.faq_covered_service;Can you please define covered service
healthcare.faq_covered_service;Define covered service
healthcare.faq_covered_service;Explain the term covered service
healthcare.faq_covered_service;Please explain what covered service means
healthcare.faq_covered_service;Can you explain what covered service is
healthcare.faq_covered_service;what do you mean by covered service
healthcare.faq_covered_service;I don't know what's covered service
healthcare.faq_covered_service;I don't know what's covered services
healthcare.faq_covered_service;what's a  covered service
healthcare.faq_covered_service;explain  me  about  covered service
healthcare.faq_covered_service;hey bot can you help  me  know about  covered service
healthcare.faq_covered_service;give  me  information about  covered service
healthcare.faq_covered_service;can you help  me  know about  covered service
healthcare.faq_covered_service;let  me  know about   covered service
healthcare.faq_covered_service;brief  me  about  covered service
healthcare.faq_covered_service;information about  covered service
healthcare.faq_covered_service;tell  me  something about  covered service
healthcare.faq_covered_service;what is  covered services
healthcare.faq_premium;what's a premium health plan?
healthcare.faq_premium;I am not sure what the term premium means, can you help with that
healthcare.faq_premium;what exactly do you mean by a premium?
healthcare.faq_premium;alright now can you tell me what do you mean by a premium health plan
healthcare.faq_premium;help me understand the term premium health plan
healthcare.faq_premium;define the term premium for me
healthcare.faq_premium;what do you mean by premium health insurance plan?
healthcare.faq_premium;what do you mean by the term premium?
healthcare.faq_premium;can i find information on premium
healthcare.faq_premium;what amount is paid for health insurance plan
healthcare.faq_premium;I don't know what's premium
healthcare.faq_premium;is  premium  plan  deducted  from my  paycheck
healthcare.faq_premium;does  premium  plan can be  shared
healthcare.faq_premium;tell  me  if the  premium  plan be paid by my  employer
healthcare.faq_premium;can  premium  plan be paid by  me
healthcare.faq_premium;explain  me  about  premium Health Plan
healthcare.faq_premium;premium Health Plan  info
healthcare.faq_premium;hey bot can you help me know about premium Health Plan
healthcare.faq_premium;give  me  information about  premium Health Plan
healthcare.faq_premium;can you help  me  know about  premium Health Plan
healthcare.faq_premium;let  me  know about  premium Health Plan
healthcare.faq_premium;brief  me  about  premium  Plan
healthcare.faq_premium;information about  premium  plan
healthcare.faq_premium;tell  me  something about  premium Health Plan
healthcare.faq_premium;what is   premium Health Plan
healthcare.list_benefits_services;cost of  coinsurance
healthcare.list_benefits_services;I need to know my  deductible
healthcare.list_benefits_services;How close am I to meeting my  deductible ?
healthcare.list_benefits_services;Have I met my  deductible  for  this year ?
healthcare.list_benefits_services;what is cost of  employee only deductible
healthcare.list_benefits_services;Take me through  all of these
healthcare.list_benefits_services;Tell me through  everyone of those
healthcare.list_benefits_services;hope  you dont mind telling me  all of them
healthcare.list_benefits_services;speak to me about  all of them
healthcare.list_benefits_services;yes i would like to know  all
healthcare.list_benefits_services;why dont you tell me  each one
healthcare.list_benefits_services;inform me  each one of them
healthcare.list_benefits_services;inform  all of them
healthcare.list_benefits_services;inform  all
healthcare.list_benefits_services;inform me on  all   4
healthcare.list_benefits_services;Inform me about  everyone of them
healthcare.list_benefits_services;Tell me about  each of them
healthcare.list_benefits_services;Say  all of them  to me
healthcare.list_benefits_services;Tell me  all of them , please.
healthcare.list_benefits_services;I want to know  all   4
healthcare.list_benefits_services;Tell me about  all of them
healthcare.list_benefits_services;tell  all of them
healthcare.list_benefits_services;Tell  all
healthcare.list_benefits_services;all   4  please
healthcare.list_benefits_services;please tell  all   4
healthcare.list_benefits_services;benefits of  all  the  four
healthcare.list_benefits_services;what are  all  of the advantage
healthcare.list_benefits_services;all   4  features
healthcare.list_benefits_services;all   4
healthcare.list_benefits_services;all   four
healthcare.list_benefits_services;i want to know  all  the advantages
healthcare.list_benefits_services;tell me  all  the benefits
healthcare.list_benefits_services;all  the benefits
healthcare.list_benefits_services;can you tell me the  four benefits
healthcare.list_benefits_services;i want to know  all the four benefits
healthcare.list_benefits_services;my  deductible
healthcare.list_benefits_services;family deductible  will cost me how much?
healthcare.list_benefits_services;What is the cost for  family deductible
healthcare.list_benefits_services;Can you help me with the cost for  family deductible
healthcare.list_benefits_services;How much does  family deductible  cost
healthcare.list_benefits_services;Please tell the cost for  family deductible
healthcare.list_benefits_services;How much do I need to spend for  family deductible
healthcare.list_benefits_services;How much do I need to pay for  family deductible
healthcare.list_benefits_services;my  family deductible  details
healthcare.list_benefits_services;I want to know about my  family deductible
healthcare.list_benefits_services;what data is available on my  family deductible
healthcare.list_benefits_services;details on my individual  deductible  information
healthcare.list_benefits_services;my  family deductible  information
healthcare.list_benefits_services;explain me about my  family Deductible
healthcare.list_benefits_services;my  family Deductible  info
healthcare.list_benefits_services;hey bot can you help me know about my  family Deductible
healthcare.list_benefits_services;give me information about my  family Deductible
healthcare.list_benefits_services;can you help me know about my  family Deductible
healthcare.list_benefits_services;let me know about my  family Deductible
healthcare.list_benefits_services;brief me about my  family Deductible
healthcare.list_benefits_services;information about my  family Deductible
healthcare.list_benefits_services;tell me something about my  family Deductible
healthcare.list_benefits_services;what is my  family Deductible
healthcare.list_benefits_services;Please inform me the cost for single person  deductible
healthcare.list_benefits_services;Help me with the cost for single person  deductible
healthcare.list_benefits_services;can you inform me the cost for single person  deductible
healthcare.list_benefits_services;For single person  deductible , please help me with the cost
healthcare.list_benefits_services;what is the cost for single person  deductible  Treatment
healthcare.list_benefits_services;For single person  deductible , tell me the cost
healthcare.list_benefits_services;For single person  deductible , how much do I pay?
healthcare.list_benefits_services;For single person  deductible , what is the cost
healthcare.list_benefits_services;single person  deductible  will cost me how much?
healthcare.list_benefits_services;How much will single person  deductible  cost me
healthcare.list_benefits_services;What is the cost for single person  deductible
healthcare.list_benefits_services;Can you help me with the cost for single person  deductible
healthcare.list_benefits_services;Cost for single person  deductible
healthcare.list_benefits_services;How much does single person  deductible  cost
healthcare.list_benefits_services;Please tell the cost for single person  deductible
healthcare.list_benefits_services;How much do I need to spend for single person  deductible
healthcare.list_benefits_services;and how much do I pay for single person  deductible ?
healthcare.list_benefits_services;single person  deductible  costs ?
healthcare.list_benefits_services;Tell me the cost for single person  deductible
healthcare.list_benefits_services;How much will single person  deductible  cost
healthcare.list_benefits_services;Please inform me the cost for Individual  deductible
healthcare.list_benefits_services;Help me with the cost for Individual  deductible
healthcare.list_benefits_services;can you inform me the cost for Individual  deductible
healthcare.list_benefits_services;For Individual  deductible , please help me with the cost
healthcare.list_benefits_services;For Individual  deductible , tell me the cost
healthcare.list_benefits_services;For Individual  deductible , how much do I pay?
healthcare.list_benefits_services;Individual  deductible  will cost me how much?
healthcare.list_benefits_services;Can you help me with the cost for Individual  deductible
healthcare.list_benefits_services;Cost for Individual  deductible
healthcare.list_benefits_services;How much does Individual  deductible  cost
healthcare.list_benefits_services;Please tell the cost for Individual  deductible
healthcare.list_benefits_services;and how much do I pay for Individual  deductible ?
healthcare.list_benefits_services;can I find information on my individual  deductible
healthcare.list_benefits_services;my individual  deductible  details
healthcare.list_benefits_services;my individual  deductible  information
