intent;utterance
retail.check_order_status_initiate;Just came here to get the status of my order
retail.check_order_status_initiate;Can i get details on status of my  nest
retail.check_order_status_initiate;Whats my order status
retail.check_order_status_initiate;Need the status of  google home
retail.check_order_status_initiate;Pixel 5  check status
retail.check_order_status_initiate;Check order status
retail.check_order_status_initiate;Help find order status
retail.check_order_status_initiate;Check status
retail.check_order_status_initiate;when can i expect my  google home  to get here
retail.check_order_status_initiate;my  stadia controller  has not arrived yet
retail.check_order_status_initiate;i bought a  nest thermostat  a few days ago and still haven't received it yet
retail.check_order_status_initiate;where is my  google home
retail.check_order_status_initiate;I tried to order something and nobody's told me it has shipped
retail.check_order_status_initiate;Where did my package go
retail.check_order_status_initiate;I made a purchase  a week ago  and I still haven't gotten a package
retail.check_order_status_initiate;Where did my order go I bought it  last week
retail.check_order_status_initiate;What's taking so long for my purchase to get here
retail.check_order_status_initiate;I made a purchase and I still don't have the item
retail.check_order_status_initiate;I bought something and still haven't seen it delivered
retail.check_order_status_initiate;I made a purchase and wasn't sure where it is
retail.check_order_status_initiate;I purchased something and haven't gotten a notification it was delivered
retail.check_order_status_initiate;Hey I made a purchase and want to check on the status
retail.check_order_status_initiate;Hello I placed an order and haven't received it yet
retail.check_order_status_initiate;What's going on with my order
retail.check_order_status_initiate;Where is my order
retail.check_order_status_initiate;I want to know the status of my order
retail.check_order_status_initiate;Could I check on my order
retail.check_order_status_initiate;I'd like to check on my order
retail.check_order_status_initiate;What is the status of my order?
retail.check_order_status_initiate;Where is my  Pixel 5
retail.check_order_status_initiate;Can i check the status of my  Pixel 5
retail.check_order_status_initiate;I would like to check the status of an order
retail.unsupported_single_item;tomatoes
retail.unsupported_single_item;shoes for my friend
retail.unsupported_single_item;sock for  Fred
retail.unsupported_single_item;A chicken
retail.unsupported_single_item;A fish
retail.unsupported_single_item;A cactus
retail.unsupported_single_item;A tree
retail.unsupported_single_item;A microphone
retail.unsupported_single_item;A  burger
retail.unsupported_single_item;One  cup of coffee
retail.unsupported_single_item;A snake please
retail.unsupported_single_item;A pet
retail.unsupported_single_item;A house
retail.unsupported_single_item;A car
retail.unsupported_single_item;Soap please
retail.unsupported_single_item;iPad
retail.unsupported_single_item;iPhone  11  pro
retail.unsupported_single_item;a dog
retail.unsupported_single_item;a cat
retail.unsupported_single_item;A Ferrari
retail.unsupported_single_item;iPhone please
retail.unsupported_single_item;Playstation please
retail.unsupported_single_item;Nintendo
retail.unsupported_single_item;Hand lotion
retail.unsupported_single_item;Alexa
retail.no_account;I never thought i needed an account
retail.no_account;I didn't know I needed an account
retail.no_account;I don't think i ever made an account
retail.no_account;I never created an account
retail.no_account;I never registered for your service
retail.no_account;There isn't any account for me
retail.no_account;There is no account
retail.no_account;I have yet to register
retail.no_account;I never signed up
retail.no_account;I didn't sign up for an account
retail.no_account;I didn't register with your system
retail.no_account;I never registered
retail.no_account;I don't have a login
retail.no_account;I didn't make a login
retail.no_account;I don't believe in accounts
retail.no_account;I forgot to make an account
retail.no_account;I need help recovering my account
retail.no_account;I don't know what my account is
retail.no_account;I don't remember any of my account details
retail.no_account;I need a new account
retail.no_account;I need to make an account
retail.no_account;Can I make an account
retail.no_account;I don't want to make an account
retail.no_account;I never made an account
retail.no_account;I don't have an account
retail.no_order_number;I forgot where I put my order number
retail.no_order_number;I think i forgot my order number
retail.no_order_number;I don't remember my order number
retail.no_order_number;Where would an order number be
retail.no_order_number;I don't think I have anything like an order number
retail.no_order_number;I don't know what an order number is
retail.no_order_number;What number
retail.no_order_number;I have no number
retail.no_order_number;You never sent me a number
retail.no_order_number;I never got a number
retail.no_order_number;I misplaced my order number
retail.no_order_number;I have no idea where my order number is
retail.no_order_number;I don't know where my number went
retail.no_order_number;I don't have a number
retail.no_order_number;I have lost my order number
retail.no_order_number;Why can't I find my order number
retail.no_order_number;Lost order number
retail.no_order_number;I can't seem to find my order number
retail.no_order_number;What if I lost my order number
retail.no_order_number;Can you do something if I don't have an order number
retail.no_order_number;What is an order number
retail.no_order_number;Where would my order number be
retail.no_order_number;I think i lost my order number
retail.no_order_number;I cannot find my order number
retail.no_order_number;I don't know my order number
retail.extract.add_item_cart;Then  I'll go with  a pixel 5
retail.extract.add_item_cart;Google home   then
retail.extract.add_item_cart;Then  let's get  a thermostat
retail.extract.add_item_cart;Then  give me  a chrome cast
retail.extract.add_item_cart;Pixel 5   then  thanks
retail.extract.add_item_cart;I'll take the  chrome cast  today as well
retail.extract.add_item_cart;I would also very much like a  phone
retail.extract.add_item_cart;I will also purchase a brand new  Google home
retail.extract.add_item_cart;Why not buy a new  phone  too
retail.extract.add_item_cart;Sure let's get a  chrome cast
retail.extract.add_item_cart;And the  pixel
retail.extract.add_item_cart;The  thermostat  too
retail.extract.add_item_cart;Nest thermostat  thanks
retail.extract.add_item_cart;Google home  please and thank you
retail.extract.add_item_cart;Pixel 5  would be nice thanks
retail.extract.add_item_cart;How about a  pixel 5
retail.extract.add_item_cart;Could I get a second  chrome cast
retail.extract.add_item_cart;I would like to order an additional  pixel
retail.extract.add_item_cart;I'm looking for a  phone  as well
retail.extract.add_item_cart;I could also use the  chrome cast  thanks
retail.extract.add_item_cart;Could I get the newest  chrome cast  on top of that
retail.extract.add_item_cart;Can I get a  pixel  as well
retail.extract.add_item_cart;Could you add a  Google home  as well
retail.extract.add_item_cart;I would also like to order a  Stadia controller  please
retail.extract.add_item_cart;I'd like to purchase a  nest
retail.extract.add_item_cart;I'll also grab a  chrome cast  because why not
retail.extract.add_item_cart;Actually let's add a  pixel  too
retail.extract.add_item_cart;You know what add a  pixel
retail.extract.add_item_cart;I think I'll take the  thermostat  too
retail.extract.add_item_cart;Also the  nest thermostat
retail.extract.add_item_cart;And a  chrome cast
retail.extract.add_item_cart;Get me the  Google home  thanks
retail.extract.add_item_cart;I also want to order a new  phone
retail.extract.add_item_cart;Can you ship me a  pixel  too
retail.extract.add_item_cart;I'll also take a  Google home   today
retail.extract.add_item_cart;I want  one  more  chrome cast
retail.extract.add_item_cart;Give me another  stadia controller
retail.extract.add_item_cart;I also need a  chrome cast
retail.extract.add_item_cart;Could I also get a  chrome cast  thanks
retail.extract.add_item_cart;I also want a  phone
retail.extract.add_item_cart;Please add a  pixel  to my cart
retail.extract.add_item_cart;And also the  Google home
retail.extract.add_item_cart;Can I get a  stadia controller  please
retail.extract.add_item_cart;I want a  nest
retail.extract.add_item_cart;Please add a  Pixel 5
retail.extract.add_item_cart;Google home
retail.extract.add_item_cart;Pixel 5
retail.extract.add_item_cart;a  thermostat  would be nice
retail.extract.add_item_cart;a  google home
retail.extract.add_item_cart;yes a  pixel
retail.extract.add_item_cart;add a  google home  to the cart as well
retail.extract.add_item_cart;i also need a  nest thermostat  please
retail.extract.add_item_cart;could i also get a  stadia controller
retail.extract.add_item_cart;yes i would also like to buy a  pixel 5
retail.extract.add_item_cart;yes can i also add a  google home  to my cart
retail.cant_find_number;Lost the number
retail.cant_find_number;I lost it
retail.cant_find_number;I still don't see the order number anywhere
retail.cant_find_number;Order number is missing
retail.cant_find_number;Confirmation  email  is missing the order number
retail.cant_find_number;Order number is missing from the  email
retail.cant_find_number;I can't locate the order number on the  email
retail.cant_find_number;I don't recall ever getting an  email  with an order number
retail.cant_find_number;You definitely never sent me anything with an order number on it
retail.cant_find_number;I don't think you ever sent me an email
retail.cant_find_number;Are you sure I was supposed to get an  email
retail.cant_find_number;I don't see a number anywhere
retail.cant_find_number;I'm still not seeing an order number
retail.cant_find_number;I'm not sure there's an order number here
retail.cant_find_number;I don't see an order number on this  email
retail.cant_find_number;I don't know about any  emails
retail.cant_find_number;I never got an  email
retail.cant_find_number;This  email  isn't very nice
retail.cant_find_number;I dont have an email from Google
retail.cant_find_number;I am locked out of my email
retail.cant_find_number;I dont see it anywhere
retail.cant_find_number;I dont have access to my email
retail.cant_find_number;The order number is missing from the email
retail.cant_find_number;Where is the order number
retail.cant_find_number;This email is too hard to read
retail.cant_find_number;I dont see it
retail.cant_find_number;I still cant find it
retail.reset_account_password_initiate;it says sign in failed
retail.reset_account_password_initiate;site says there have been too many sign it attempts
retail.reset_account_password_initiate;the site locked me out
retail.reset_account_password_initiate;i need a new password for my account
retail.reset_account_password_initiate;why won't my password work
retail.reset_account_password_initiate;what's my account password
retail.reset_account_password_initiate;is there a way to set a new password for the account
retail.reset_account_password_initiate;can't remember the password i used when creating the account
retail.reset_account_password_initiate;forgot the password i set for the account
retail.reset_account_password_initiate;none of my passwords are working on my account
retail.reset_account_password_initiate;why can't i log in to my account
retail.reset_account_password_initiate;the site wont accept my password
retail.reset_account_password_initiate;my password is not working
retail.reset_account_password_initiate;i don't remember my password
retail.reset_account_password_initiate;my password needs to be reset
retail.reset_account_password_initiate;i cant sign in to my account
retail.reset_account_password_initiate;i just want a password reset started
retail.reset_account_password_initiate;Actually I need to reset my password
retail.reset_account_password_initiate;On second thought can I reset my password
retail.reset_account_password_initiate;Password help
retail.reset_account_password_initiate;I'm locked out
retail.reset_account_password_initiate;Password reset
retail.reset_account_password_initiate;I forgot my password
retail.reset_account_password_initiate;I am locked out of my account
retail.reset_account_password_initiate;Can I reset my password
retail.reset_account_password_initiate;lost password
retail.found_order_number;Sorry that took so long I found it
retail.found_order_number;Sorry I finally found it
retail.found_order_number;Sorry found it
retail.found_order_number;There I see it
retail.found_order_number;I see it now
retail.found_order_number;Found it
retail.found_order_number;The number is right here
retail.found_order_number;Sorry it took a minute I got it
retail.found_order_number;It took a minute but the number is here
retail.found_order_number;It took a minute but I found it
retail.found_order_number;Here's my number I found it
retail.found_order_number;That's where the number was okay
retail.found_order_number;There it is
retail.found_order_number;I finally found it
retail.found_order_number;Okay here it is
retail.found_order_number;Don't worry I found it
retail.found_order_number;Alright I found it
retail.found_order_number;Okay so that's where the number was
retail.found_order_number;Yep here's the number
retail.found_order_number;Okay found the number
retail.found_order_number;Thanks I found it
retail.found_order_number;I have it now
retail.found_order_number;That was easy
retail.found_order_number;Finally i got it
retail.found_order_number;here it is
retail.found_order_number;Got it
retail.found_order_number;Yes i found it
retail.items_for_sale;What can I buy
retail.items_for_sale;What should I order
retail.items_for_sale;What do you think I should purchase
retail.items_for_sale;What do you recommend
retail.items_for_sale;Tell me what to buy
retail.items_for_sale;What do you have in stock  this week
retail.items_for_sale;What's on sale  today
retail.items_for_sale;How am I supposed to know what's for sale
retail.items_for_sale;How should I know what to buy
retail.items_for_sale;I'm not sure what's for sale
retail.items_for_sale;What's in stock
retail.items_for_sale;What are things you sell
retail.items_for_sale;What should I purchase
retail.items_for_sale;What should I buy
retail.items_for_sale;I have no idea what to buy
retail.items_for_sale;What's for sale
retail.items_for_sale;I don't know what's in your catalog
retail.items_for_sale;I don't know what's for sale
retail.items_for_sale;I need the store catalog
retail.items_for_sale;What can I order
retail.items_for_sale;I don't know what you sell
retail.items_for_sale;What's in your catalog
retail.items_for_sale;What do you sell
retail.return.original_payment;can i have it credited back to my card
retail.return.original_payment;i just want it back in my credit card
retail.return.original_payment;i definitely do not want store credit
retail.return.original_payment;refund to my credit card please
retail.return.original_payment;Send it back to the source please
retail.return.original_payment;Just give me a full refund
retail.return.original_payment;Just give me the cash
retail.return.original_payment;I don't want store credit thanks
retail.return.original_payment;let's go with my card instead
retail.return.original_payment;original payment no store credit
retail.return.original_payment;No store credit for me
retail.return.original_payment;I do no want store credit
retail.return.original_payment;back to my bank please
retail.return.original_payment;can i have it sent back to the original payment source
retail.return.original_payment;can i have it sent back to my credit card
retail.return.original_payment;original payment
retail.return.original_payment;debit card
retail.return.original_payment;can i have it back to my debit card
retail.return.original_payment;the credit card
retail.return.original_payment;my bank account please
retail.return.original_payment;back to my credit card please
retail.return.original_payment;original payment please
retail.return.original_payment;back to my original payment
retail.return.original_payment;credit card
retail.return.original_payment;I would like it back to my credit card
retail.extract.city_and_admin_area;Not sure what my zip code is but the city is  Naperville
retail.extract.city_and_admin_area;Not sure what my zip is but I'm in  Chicago
retail.extract.city_and_admin_area;I forget what my zip was but I live in  Montgomery Village
retail.extract.city_and_admin_area;I'm in the great state of  Washington
retail.extract.city_and_admin_area;I don't recall my zip code but I'm in  Rhode Island
retail.extract.city_and_admin_area;I live in  South Dakota
retail.extract.city_and_admin_area;I don't remember my zip but I'm in  Virginia
retail.extract.city_and_admin_area;I have forgotten my zip code but I'm in  Westfield
retail.extract.city_and_admin_area;I ive in  Chaska   Minnesota  does that work
retail.extract.city_and_admin_area;I'm a resident of  Conyers   Georgia
retail.extract.city_and_admin_area;I can't remember my zip but I live in  Muskegon  in  Missouri
retail.extract.city_and_admin_area;Instead of zip can I use my city and state
retail.extract.city_and_admin_area;If I tell you my city and state will that work
retail.extract.city_and_admin_area;I don't remember my zip but I'm in  Trenton
retail.extract.city_and_admin_area;I live in  Holly Springs  in the great state of  North Carolina
retail.extract.city_and_admin_area;The city is  Wellington  and the state is  Florida
retail.extract.city_and_admin_area;Morrisville   Pennsylvania
retail.extract.city_and_admin_area;I am living in  Powell  in the state of  Tennesee
retail.extract.city_and_admin_area;I don't know my zip but I'm in  Fremont   Ohio
retail.extract.city_and_admin_area;I have my city and state it's  Wayne   New Jersey
retail.extract.city_and_admin_area;I'd prefer city and state over zip code
retail.extract.city_and_admin_area;I'd rather not give you my zip how about the city instead
retail.extract.city_and_admin_area;Is city and state okay instead of zip
retail.extract.city_and_admin_area;How about I just give you my state
retail.extract.city_and_admin_area;I am in  Middletown
retail.extract.city_and_admin_area;My city is  Glastonbury
retail.extract.city_and_admin_area;Let's use city instead
retail.extract.city_and_admin_area;I know what my city is does that work
retail.extract.city_and_admin_area;I'd prefer to just give you my city
retail.extract.city_and_admin_area;Is it okay if I just use my city and state
retail.extract.city_and_admin_area;I live in  Florida
retail.extract.city_and_admin_area;I'm in  Allen Park
retail.extract.city_and_admin_area;The city and state would be easier for me
retail.extract.city_and_admin_area;I'm in  Hartford   Conneticut
retail.extract.city_and_admin_area;I live in  Chicago
retail.extract.city_and_admin_area;My state is  Kentucky
retail.extract.city_and_admin_area;I'm in  California
retail.extract.city_and_admin_area;I'm in  Indiana
retail.extract.city_and_admin_area;I'm in  Columbus
retail.extract.city_and_admin_area;I'm in  New York  city
retail.extract.city_and_admin_area;I would rather just give you my city and state
retail.extract.city_and_admin_area;Could I just use the state
retail.extract.city_and_admin_area;Can I just give you my state
retail.extract.city_and_admin_area;I only know the city
retail.extract.city_and_admin_area;Would it help if I told you the city and state
retail.extract.city_and_admin_area;Could I just use my city and state
retail.extract.city_and_admin_area;I'm in  Sacramento   California
retail.extract.city_and_admin_area;I'm in  New Jersey
retail.extract.city_and_admin_area;I can tell you I'm in  San Francisco
retail.extract.city_and_admin_area;I'm in  Chicago   Illinois  does that help
retail.extract.city_and_admin_area;Can I just give you my city and state
retail.unknown_zip;I am new here don't know zip code
retail.unknown_zip;I don't know the exact zip code
retail.unknown_zip;Don't know this areas zip code yet
retail.unknown_zip;I just moved don't know this areas zip code
retail.unknown_zip;Not sure i know my exact zip code
retail.unknown_zip;What was my zip again
retail.unknown_zip;I don't really remember to be honest
retail.unknown_zip;Now that I think about it what is my zip
retail.unknown_zip;I can't recollect my zip  at the moment
retail.unknown_zip;I don't know the code off the top of my head
retail.unknown_zip;I don't remember it
retail.unknown_zip;I have completely forgotten my zip code
retail.unknown_zip;I would have to look it
retail.unknown_zip;Actually I don't remember my zip
retail.unknown_zip;I'm unsure what my zip is actually
retail.unknown_zip;I have forgotten my zip code
retail.unknown_zip;Sorry don't know my zip
retail.unknown_zip;I don't know my zip I'm sorry
retail.unknown_zip;Never found out what my zip was
retail.unknown_zip;What's a zip
retail.unknown_zip;I don't have a zip code
retail.unknown_zip;What's a zip code
retail.unknown_zip;No idea what my zip code is
retail.unknown_zip;Not sure what my zip code is
retail.unknown_zip;I don't know my zip code
retail.manage_account_initiate;can i please get some help with my account
retail.manage_account_initiate;I am unable to figure out an issue with my account
retail.manage_account_initiate;Yeah I have some account issues
retail.manage_account_initiate;I'm calling about my account  today
retail.manage_account_initiate;I really need some account help  today
retail.manage_account_initiate;Please help me with my account
retail.manage_account_initiate;I could use some account help thanks
retail.manage_account_initiate;Help me out with an account issue please
retail.manage_account_initiate;I need help figuring out an account issue
retail.manage_account_initiate;I'm having issues with my account
retail.manage_account_initiate;I'm looking for some help with my account
retail.manage_account_initiate;Could you help out with my account
retail.manage_account_initiate;Account help please
retail.manage_account_initiate;Help me with my account
retail.manage_account_initiate;My account needs some updating
retail.manage_account_initiate;I need to manage my account
retail.manage_account_initiate;Could you help me with an account problem
retail.manage_account_initiate;I need to make some changes to my account
retail.manage_account_initiate;Account issues
retail.manage_account_initiate;I have some account issues
retail.manage_account_initiate;I need to update my account
retail.manage_account_initiate;can I manage my account
retail.manage_account_initiate;manage my account
retail.manage_account_initiate;I would like to update my phone number
retail.manage_account_initiate;I have a new telephone number
retail.get_different_store;Are there any other options nearby
retail.get_different_store;There must be other  ones  nearby
retail.get_different_store;Are there any other  ones  nearby
retail.get_different_store;Is there another  one
retail.get_different_store;Not that  one
retail.get_different_store;Not that store
retail.get_different_store;That store isn't close is there another  one
retail.get_different_store;I'm trying to find a completely different store
retail.get_different_store;I'm looking for a different store than the  one  you mentioned
retail.get_different_store;Do you not have any other nearby stores
retail.get_different_store;Are there any other nearby stores
retail.get_different_store;What about the other locations
retail.get_different_store;There aren't any closer stores
retail.get_different_store;Don't you have any stores that are closer
retail.get_different_store;I'm trying to find a different store
retail.get_different_store;What about other locations
retail.get_different_store;Are there any other stores I can go to
retail.get_different_store;Is there another store
retail.get_different_store;I'm looking for a different store
retail.get_different_store;Find me another store
retail.get_different_store;I'm looking for another location
retail.get_different_store;Is there another location
retail.get_different_store;Do you know about any other stores
retail.get_different_store;I'm looking for another store
retail.get_different_store;Are there any other stores
retail.edit_order_shipping_speed_initiate;Looks like my order won't get here in time
retail.edit_order_shipping_speed_initiate;My  google home  will not get here in time
retail.edit_order_shipping_speed_initiate;expedite  pixel
retail.edit_order_shipping_speed_initiate;Need to expedite  google home
retail.edit_order_shipping_speed_initiate;Expedite order
retail.edit_order_shipping_speed_initiate;Help expedite order
retail.edit_order_shipping_speed_initiate;Help expedite shipment
retail.edit_order_shipping_speed_initiate;Help increase shipping speed
retail.edit_order_shipping_speed_initiate;Can you help me with getting the  google home  sooner
retail.edit_order_shipping_speed_initiate;I need some help getting the  Pixel 5  delivered faster
retail.edit_order_shipping_speed_initiate;I need your assistance increasing shipping speed
retail.edit_order_shipping_speed_initiate;Can you help me expedite shipping
retail.edit_order_shipping_speed_initiate;Can you ship the  google home  faster than  5  business days
retail.edit_order_shipping_speed_initiate;3 to 5 days is a lot to wait on my  pixel 5  I need it sooner
retail.edit_order_shipping_speed_initiate;Can I get the  thermostat  sooner than 3 to 5 days
retail.edit_order_shipping_speed_initiate;Just noticed the deliver date is too late
retail.edit_order_shipping_speed_initiate;The  pixel  needs to get here quicker
retail.edit_order_shipping_speed_initiate;Is there a way to get the  stadia controller  here any faster
retail.edit_order_shipping_speed_initiate;Increase speed of shipping
retail.edit_order_shipping_speed_initiate;Trying to increase shipping speed
retail.edit_order_shipping_speed_initiate;Please expedite shipping
retail.edit_order_shipping_speed_initiate;It would be nice to get the  nest thermostat  earlier
retail.edit_order_shipping_speed_initiate;How do i make the  google home  ship faster
retail.edit_order_shipping_speed_initiate;Make shipping faster
retail.edit_order_shipping_speed_initiate;Change shipping method
retail.edit_order_shipping_speed_initiate;Edit shipping speed
retail.edit_order_shipping_speed_initiate;Faster shipping please
retail.edit_order_shipping_speed_initiate;Expedite shipping
retail.edit_order_shipping_speed_initiate;trying to expedite the  pixel 5
retail.edit_order_shipping_speed_initiate;the estimated arrival of my package is too late
retail.edit_order_shipping_speed_initiate;my order is taking too long to arrive
retail.edit_order_shipping_speed_initiate;can the  thermostat  be shipped by the end of the week
retail.edit_order_shipping_speed_initiate;is it possible to get the  google home  delivered  before next week
retail.edit_order_shipping_speed_initiate;i need the  phone  to arrive before  the 25th
retail.edit_order_shipping_speed_initiate;the  nest thermostat  wont arrive in time for our anniversary
retail.edit_order_shipping_speed_initiate;can i speed up delivery of the  google home  i ordered
retail.edit_order_shipping_speed_initiate;i want to expedite my previous purchase
retail.edit_order_shipping_speed_initiate;is it possible to expedite my order
retail.edit_order_shipping_speed_initiate;i need my  phone  delivered within  the next couple of days
retail.edit_order_shipping_speed_initiate;can i get my ordered delivered sooner
retail.edit_order_shipping_speed_initiate;looks like my order won't arrive on time
retail.edit_order_shipping_speed_initiate;i need my  phone  earlier
retail.edit_order_shipping_speed_initiate;Change shipping speed
retail.edit_order_shipping_speed_initiate;I need to increase the shipping speed for my  phone
retail.edit_order_shipping_speed_initiate;I need my  nest thermostat  to arrive by Christmas
retail.edit_order_shipping_speed_initiate;i need my order to arrive by  next week
retail.edit_order_shipping_speed_initiate;My order wont make it on time for my sons birthday
retail.edit_order_shipping_speed_initiate;looks like my order wont be delivered on time
retail.edit_order_shipping_speed_initiate;i want the  stadia  delivered faster
retail.edit_order_shipping_speed_initiate;is it possible to change the shipping speed of the  pixel 5
retail.edit_order_shipping_speed_initiate;Can i change the shipping speed for an order
retail.edit_order_shipping_speed_initiate;I would like to get my  pixel 5  sooner please
retail.edit_order_shipping_speed_initiate;I would like to change the shipping speed for my order
retail.wrong_order;I don't recall purchasing that item
retail.wrong_order;I don't think I bought a  chromecast  but I could be wrong
retail.wrong_order;I can say with great confidence that I would not buy a  pixel
retail.wrong_order;No I didn't buy a  Chromecast  I bought a  Stadia controller
retail.wrong_order;I'm fairly certain I ordered a  pixel
retail.wrong_order;The item on that order is the wrong item
retail.wrong_order;That order is incorrect
retail.wrong_order;I would never buy a  nest  that's wrong
retail.wrong_order;That is most definitely not the right item
retail.wrong_order;Your system must be having a problem I bought a  pixel
retail.wrong_order;Your system is wrong that's supposed to be something else
retail.wrong_order;That's wrong I would never buy a  Stadia controller
retail.wrong_order;Do you really think I bought a  pixel
retail.wrong_order;I made absolutely sure the order was for a  nest  not that other item
retail.wrong_order;My purchase was for a  Chromecast  not a  pixel
retail.wrong_order;I bought a  pixel  not a  google home
retail.wrong_order;No that's the wrong item I didn't purchase that
retail.wrong_order;I didn't buy a  Stadia controller
retail.wrong_order;I didn't buy a  chrome cast  I bought a  pixel
retail.wrong_order;I bought a  pixel  instead of that item
retail.wrong_order;That's not what I bought I bought a  nest
retail.wrong_order;I definitely bought a different item
retail.wrong_order;I'm very confident that I ordered something different
retail.wrong_order;I'm pretty sure that's not what I ordered but I could be wrong
retail.wrong_order;I could have sworn I purchased a  Stadia controller
retail.wrong_order;No no no that's wrong I bought a  Google home
retail.wrong_order;Somethings wrong i bought a  stadia
retail.wrong_order;That doesn't seem right
retail.wrong_order;No that's something else I bought a  nest
retail.wrong_order;no thats the wrong product
retail.wrong_order;That's not the right item
retail.wrong_order;That's the completely wrong item
retail.wrong_order;I never bought that item
retail.wrong_order;I'm fairly confident I didn't buy that
retail.wrong_order;The  email  says it was a  chrome cast
retail.wrong_order;I'm pretty sure I ordered something different
retail.wrong_order;No that's definitely the wrong order
retail.wrong_order;That doesn't sound right
retail.wrong_order;That seems wrong I purchased a  Stadia controller  not a  Pixel 5
retail.wrong_order;That can't be right I bought a  Nest thermostat
retail.wrong_order;I don't think that's the right order
retail.wrong_order;That's definitely wrong
retail.wrong_order;That's wrong
retail.wrong_order;I didn't buy that
retail.wrong_order;No that's not the right order
retail.wrong_order;That is definitely not the right order
retail.wrong_order;That's the wrong order
retail.wrong_order;That's not right my order is for a  Stadia controller
retail.wrong_order;No I ordered a  Google Home
retail.wrong_order;I order a  Nest thermostat  not a  Pixel 5
retail.wrong_order;No that's not right
retail.cancel_order_initiate;Order cancellation
retail.cancel_order_initiate;need to cancel  pixel 5
retail.cancel_order_initiate;Cancel  google home
retail.cancel_order_initiate;Cancel order
retail.cancel_order_initiate;Just want to cancel the last order
retail.cancel_order_initiate;I want to get something different cancel my order
retail.cancel_order_initiate;I made a mistake with an order I want to cancel
retail.cancel_order_initiate;My wife does not want the  pixel  anymore
retail.cancel_order_initiate;Accidentally bought the wrong  thermostat
retail.cancel_order_initiate;I just realized I ordered the wrong item
retail.cancel_order_initiate;Realized i ordered  2   phones  accidently
retail.cancel_order_initiate;Trying to see if there is a way to cancel an order after its placed
retail.cancel_order_initiate;Can you check if I can cancel an order
retail.cancel_order_initiate;Is there a way to cancel my order now
retail.cancel_order_initiate;Ended up realizing i don't need the  nest  I want to cancel it
retail.cancel_order_initiate;I change my mind about buying the  phone  I want to cancel it
retail.cancel_order_initiate;I got an email for an order i didn't place
retail.cancel_order_initiate;My kid ordered something without permission I want to cancel it
retail.cancel_order_initiate;Just trying to get an order cancelled
retail.cancel_order_initiate;Can you start an order cancellation
retail.cancel_order_initiate;Initiate order cancellation
retail.cancel_order_initiate;I need some assistance cancelling the  pixel 5  i ordered
retail.cancel_order_initiate;I need assistance cancelling an order
retail.cancel_order_initiate;Hey I bought something and don't want it anymore
retail.cancel_order_initiate;Hey I made a mistake buying something and want to cancel it
retail.cancel_order_initiate;Yes could you cancel my purchase
retail.cancel_order_initiate;Hello can you cancel my order
retail.cancel_order_initiate;Hi I accidentally placed an order for something I don't need
retail.cancel_order_initiate;Please cancel my purchase I don't want it anymore
retail.cancel_order_initiate;Cancel my purchase please
retail.cancel_order_initiate;I purchased an item and need to cancel the purchase
retail.cancel_order_initiate;I bought something and don't want you to send it
retail.cancel_order_initiate;Please cancel my order I don't want it anymore
retail.cancel_order_initiate;Help me cancel an order
retail.cancel_order_initiate;I bought a thing and want to cancel
retail.cancel_order_initiate;I accidentally bought something and need to cancel it
retail.cancel_order_initiate;I need to delete my order
retail.cancel_order_initiate;Can you clear out my order
retail.cancel_order_initiate;I made a mistake ordering and want to cancel
retail.cancel_order_initiate;I accidentally ordered something and need to fix it
retail.cancel_order_initiate;Can you help me cancel an order
retail.cancel_order_initiate;I accidentally placed an order and need to cancel it
retail.cancel_order_initiate;Actually can you cancel my order
retail.cancel_order_initiate;Please cancel my order
retail.cancel_order_initiate;On second thought can I cancel my order
retail.cancel_order_initiate;I would like to cancel the order i placed yesterday
retail.cancel_order_initiate;I don't need a  Chromecast  anymore
retail.cancel_order_initiate;Is it possible to cancel the  Stadia Controller  I ordered
retail.cancel_order_initiate;Could you cancel the  pixel 5
retail.cancel_order_initiate;I don't want the  Google Home  anymore
retail.cancel_order_initiate;I want to cancel my order
retail.edit_order_payment_method_initiate;I goofed up I need to use a different payment method
retail.edit_order_payment_method_initiate;I made a mistake can I change the payment method I used
retail.edit_order_payment_method_initiate;I messed up on the  pixel  order and need to change what card I used
retail.edit_order_payment_method_initiate;Could I use a different card for my order
retail.edit_order_payment_method_initiate;Could I change the debit card I used on my order to a credit card
retail.edit_order_payment_method_initiate;I just realized I used the wrong card for my order
retail.edit_order_payment_method_initiate;I used my brother's card on my last order
retail.edit_order_payment_method_initiate;I used my friend's card instead of mine for my last order
retail.edit_order_payment_method_initiate;I bought a  chrome cast  and had the wrong credit card number
retail.edit_order_payment_method_initiate;I just bought a  nest  and the debit card was wrong
retail.edit_order_payment_method_initiate;I just made a purchase and used the wrong card
retail.edit_order_payment_method_initiate;I just purchased a  nest  and need to correct the payment method
retail.edit_order_payment_method_initiate;I'm pretty sure I used the wrong card for my recent order
retail.edit_order_payment_method_initiate;I think I need to change the payment method I used on my order
retail.edit_order_payment_method_initiate;I think I made a mistake and used the wrong card on my order
retail.edit_order_payment_method_initiate;I'm pretty sure I used the wrong debit card on my last order
retail.edit_order_payment_method_initiate;I bought a  Google home  but used the wrong debit card
retail.edit_order_payment_method_initiate;I placed an order but I'm pretty sure I used the wrong card
retail.edit_order_payment_method_initiate;I need to change the card I just used for my order
retail.edit_order_payment_method_initiate;So I just bought a  pixel  but I used the wrong card
