intent;utterance
bill_reduction.initiate;My recent bill is 20% higher than the previous one.
bill_reduction.initiate;There seems to be some unauthorized charges on my account. Could you help?
bill_reduction.initiate;How can I cut-down my monthly bill?
bill_reduction.initiate;Are there any plans with less monthly charges/bills?
bill_reduction.initiate;Can I get a better plan?
bill_reduction.initiate;I want to decrease my monthly charges on the phone.
bill_reduction.initiate;I’ve been noticing extra charges to my account. Could you help me understand them?
bill_reduction.initiate;Could I get more details on this month’s mobile bill? It seems high.
bill_reduction.initiate;I don’t understand the reason for the high bill on my mobile this month.
bill_reduction.initiate;I wasn’t expecting a higher bill on my mobile this month.
bill_reduction.initiate;My mobile bill is higher than usual.
bill_reduction.initiate;I got my monthly bill and wondering why it is higher than usual.
bill_reduction.initiate;This month’s bill is more than last month’s.
bill_reduction.initiate;My last month’s bill is less than the current month’s bill.
bill_reduction.initiate;Why is my bill so high for the past few months?
bill_reduction.initiate;My TV bill increased by $15 and I can't seem to figure out why.
bill_reduction.initiate;Why is my bill so high for the month of february?
bill_reduction.initiate;Why is my recent bill so high?
bill_reduction.initiate;Why is my bill so high this month?
bill_reduction.initiate;Why is my bill so high?
bill_reduction.save_bill;Are there any  offers  running?
bill_reduction.save_bill;Are there any special  promotions  to help me reduce my monthly bill amount?
bill_reduction.save_bill;do you have any  discount  plans?
bill_reduction.save_bill;Are there any  discounts  or new plans I can take advantage of to lower my bill amount?
bill_reduction.save_bill;Do you have any  discount  plans for thanksgiving?
bill_reduction.save_bill;Are there any upcoming  promotions  for existing customers?
bill_reduction.save_bill;I've been a loyal customer for several years now. Can I get a  discount  starting the next billing cycle?
bill_reduction.save_bill;Do you have any  promotions  for christmas/ new year specifically for existing customers?
bill_reduction.save_bill;Is there any  deal  to reduce my bill?
bill_reduction.save_bill;Am I eligible for any  promotional  offer?
bill_reduction.save_bill;Can I get a better  discount  plan?
bill_reduction.save_bill;Are  Discount  plans available?
bill_reduction.save_bill;Discount  available?
bill_reduction.save_bill;Free  promotion  available?
bill_reduction.save_bill;Will the  discount  be given?
bill_reduction.save_bill;Can I avail the  discount  plan?
bill_reduction.save_bill;Please save money.
bill_reduction.save_bill;I have no money right now. Please reduce my bill.
bill_reduction.save_bill;What are the ways I can reduce my bill?
bill_reduction.save_bill;Lower my bill.
bill_reduction.save_bill;Save money on my bills.
bill_reduction.save_bill;Reduce my bill.
bill_reduction.save_bill;Let me know the best way to reduce my bills.
bill_reduction.save_bill;Help me in reducing my bills.
bill_reduction.save_bill;Can you help me in saving money on my bills?
bill_reduction.save_bill;Help me in saving money on my bills.
bill_reduction.save_bill;I want to cut down my monthly bill.
bill_reduction.save_bill;Please help me find a way to reduce my bill.
bill_reduction.save_bill;Is there a way to lower my bill?
bill_reduction.save_bill;I want to save money on my monthly plan.
bill_reduction.save_bill;My monthly bill is high. I want to reduce it.
bill_reduction.save_bill;How can I lower my bill?
bill_reduction.save_bill;I think I no longer need all the services. Can I reduce my bill by adjusting my service options?
bill_reduction.save_bill;I lost my job and can’t pay the full bill. Can you help  reduce the bill amount for some time?
bill_reduction.save_bill;I am financially impacted due to Covid. Is there a way I could reduce my bill for some time?
bill_reduction.save_bill;I wish to change my plan and get a lower bill each month?
bill_reduction.save_bill;Are there any best practices that help me reduce my bill?
bill_reduction.save_bill;Could you help me find ways to reduce my bill amount?
bill_reduction.save_bill;How do I reduce my bill amount?
bill_reduction.save_bill;What can I do to reduce my bill amount?
bill_reduction.save_bill;How can I save money on my Bill?
bill_reduction.save_bill;"How can I save money on my bill?"
faq.troubleshoot.service_type;Who can help me troubleshoot the problem with my service.
faq.troubleshoot.service_type;How do I troubleshoot the problem I have with my service?
faq.troubleshoot.service_type;Are you the right person to address any service related issues?
faq.troubleshoot.service_type;Please troubleshoot my service disruption.
faq.troubleshoot.service_type;Would you be able to help troubleshoot the service issue I am facing?
faq.troubleshoot.service_type;Could you help me find the root-cause for the service issue I am having?
faq.troubleshoot.service_type;What is the root-cause for the issue I’m facing?
faq.troubleshoot.service_type;I’m trying to troubleshoot an issue. Would you be able to help me?
faq.troubleshoot.service_type;I need some help troubleshooting an issue.
faq.troubleshoot.service_type;How to change the wifi settings?
faq.troubleshoot.service_type;What are the service types you can provide us?
faq.troubleshoot.service_type;What are the main service types you can provide  for us?
faq.troubleshoot.service_type;Can you tell me the types of services you provide?
faq.troubleshoot.service_type;Which types of services can you help us to troubleshoot?
faq.troubleshoot.service_type;What are the types of services you can look over?
faq.troubleshoot.service_type;Tell me about the service types you can troubleshoot.
faq.troubleshoot.service_type;Tell me about the types of services present.
faq.troubleshoot.service_type;Please tell me about the types of services you can help out with.
faq.troubleshoot.service_type;Please tell me about the service types you can troubleshoot.
faq.troubleshoot.service_type;Can you tell me about the service types you can help out with?
faq.troubleshoot.service_type;On what types of services you can provide help on?
faq.troubleshoot.service_type;Types of services you can troubleshoot.
faq.troubleshoot.service_type;Can you tell me the type of services you can troubleshoot?
faq.troubleshoot.service_type;What services are you troubleshooting right now?
faq.troubleshoot.service_type;What type of services can you troubleshoot?
bill_reduction.cheaper_plan_options;I need a  phone  plan that is more affordable. Please help.
bill_reduction.cheaper_plan_options;Any cheaper options that you could make me aware of?
bill_reduction.cheaper_plan_options;Do you have another cheaper plan for my phone?
bill_reduction.cheaper_plan_options;May I get a cheaper phone plan?
bill_reduction.cheaper_plan_options;How do I make sure my phone gets a reduced bill?
bill_reduction.cheaper_plan_options;I want reduced phone bills each month and I am looking.
bill_reduction.cheaper_plan_options;I want a plan that is cheaper since I don’t need all the services.
bill_reduction.cheaper_plan_options;This plan doesn’t suit my needs and it’s expensive. Do you have a cheaper plan?
bill_reduction.cheaper_plan_options;What other plans are available that are cheaper?
bill_reduction.cheaper_plan_options;Could you help me get a cheaper plan?
bill_reduction.cheaper_plan_options;I would like you to search for other plans with less monthly bill.
bill_reduction.cheaper_plan_options;I want to get details of other cheaper options.
bill_reduction.cheaper_plan_options;is  this  the cheaper plan you have?
bill_reduction.cheaper_plan_options;that is the cheapest plan you have?
bill_reduction.cheaper_plan_options;are there no cheaper plans than that?
bill_reduction.cheaper_plan_options;Are these the available options? Do I have anything cheaper?
bill_reduction.cheaper_plan_options;Could you get me a less expensive option?
bill_reduction.cheaper_plan_options;What other cheap options do I have?
bill_reduction.cheaper_plan_options;Is there a cheaper option?
bill_reduction.cheaper_plan_options;I did not like either of these options. Are there any other cheaper plans?
bill_reduction.cheaper_plan_options;Are there other cheap plans?
bill_reduction.cheaper_plan_options;Do you have any other cheaper choices?
bill_reduction.cheaper_plan_options;Are there other more affordable options?
bill_reduction.cheaper_plan_options;What are the other affordable plans?
bill_reduction.cheaper_plan_options;Are there any cheaper options?
bill_reduction.cheaper_plan_options;Is there anything cheaper?
bill_reduction.cheaper_plan_options;Do you have anything more affordable?
bill_reduction.cheaper_plan_options;I am wondering if I could reduce my monthly bill amount by getting into a different plan.
bill_reduction.cheaper_plan_options;How to get a cheaper monthly bill?
troubleshoot.router_placement;What is the best place to place a router at home?
troubleshoot.router_placement;How is the router placed?
troubleshoot.router_placement;Can the router be placed anywhere in the house?
troubleshoot.router_placement;Where can be the WiFi router located?
troubleshoot.router_placement;What is the best location for a router?
troubleshoot.router_placement;Where to place a router for optimum signals?
troubleshoot.router_placement;How to place a router for optimum signals?
troubleshoot.router_placement;How can I place my router for better signals?
troubleshoot.router_placement;Where do I place my router for best placement?
troubleshoot.router_placement;Router placement.
troubleshoot.router_placement;Do you know the optimum router placement?
troubleshoot.router_placement;Where can I place my modem?
troubleshoot.router_placement;Help me place the router so that I get maximum signal strength.
troubleshoot.router_placement;Help me with my router placement.
troubleshoot.router_placement;Tell me a place where my WiFi has less interference with other signals.
troubleshoot.router_placement;Suggest me a place to keep my router where I can get a maximum amount of signals.
troubleshoot.router_placement;Let me know the best place for my modem placement.
troubleshoot.router_placement;Please let me know the best place for my router placement.
troubleshoot.router_placement;Tell me the best place for my modem placement.
troubleshoot.router_placement;Tell me the best place for my router placement.
troubleshoot.router_placement;Can you tell me the better place to place my router?
troubleshoot.router_placement;Where can I place my router?
troubleshoot.router_placement;Where do I place my router?
troubleshoot.router_placement;Can you help me with my router placement?
troubleshoot.router_placement;I want to know my optimum router placement
phone_plan.travel_plan_add;We will be leaving for  London   next week .
phone_plan.travel_plan_add;will be leaving for  spain   next week
phone_plan.travel_plan_add;can I use internet and make calls while I am abroad?
phone_plan.travel_plan_add;Going over seas and need a travel plan
phone_plan.travel_plan_add;I need help for a trip I'm taking soon.
phone_plan.travel_plan_add;Is there an international traveling package for my phone?
phone_plan.travel_plan_add;I want the ability to send text messages while traveling internationally.
phone_plan.travel_plan_add;Can I get international roaming enabled for my phone?
phone_plan.travel_plan_add;Can you add international roaming service for my phone?
phone_plan.travel_plan_add;How do I avoid roaming fees while using my phone in a different country?
phone_plan.travel_plan_add;Should I get a new phoen plan while going abroad?
phone_plan.travel_plan_add;Please ensure my phone works in  South Africa  from 11th to 22nd of this month.
phone_plan.travel_plan_add;Can you expand my coverage to countries outside the  US  for about  9  days?
phone_plan.travel_plan_add;I want international day pass on my phone for the next  7  days.
phone_plan.travel_plan_add;I want travel pass for the next  10  days.
phone_plan.travel_plan_add;Is my phone capable of working with networks in other countries?
phone_plan.travel_plan_add;Can I make phone calls while traveling internationally?
phone_plan.travel_plan_add;Will internet on my phone work while I am traveling abroad?
phone_plan.travel_plan_add;I will be visting my parents in  Sri Lanka  for the next two weeks. Could you enable travel pass to my phone?
phone_plan.travel_plan_add;How do I add some type ofan international plan to my phone?
phone_plan.travel_plan_add;Can I use my data while traveling internationally?
phone_plan.travel_plan_add;I am traveling internationally. How do I make use of my current phone instead of buying a new phone and/or a local SIM card?
phone_plan.travel_plan_add;I am going to  Israel  on a study tour. I want my phone to work in the local telecom network.
phone_plan.travel_plan_add;I am going to  Dubai  on a business tour. Please enable travel plan to my phone.
phone_plan.travel_plan_add;I will be in India for the next  3  weeks. Can I make my phone work with Reliance network?
phone_plan.travel_plan_add;How do I make my current phone work in a differen country?
phone_plan.travel_plan_add;I will be in Canada next week and will be back the following week. Will my phone work in  Canada ?
phone_plan.travel_plan_add;I am planning for a hitchhiking tour in  Asia  and  Europe . Any tips to remain in contact with my parents using my existing phone?
phone_plan.travel_plan_add;We are going on a honeymoon trip to  New Zealand . Can we have some kind of an international phone plan?
phone_plan.travel_plan_add;I am going to  Africa  on a study trip. Would my current phone work there?
phone_plan.travel_plan_add;How do I get international travel pass on my phone line?
phone_plan.travel_plan_add;Can I use my existing phone during international travel?
phone_plan.travel_plan_add;I am going abroad on vacation. Can I use the remaining minutes in my phone while traveling?
phone_plan.travel_plan_add;I will be visiting my friend in  Japan  next month and I want travel plan for my phone during this period
phone_plan.travel_plan_add;I will be going on a family vacation to  Asia  for the next  3  weeks. Can I use my existing phone without taking a local SIM card?
phone_plan.travel_plan_add;I'm going on a business trip to  Europe . Can I get a travel pass added to my account?
phone_plan.travel_plan_add;going to be traveling and need to make sure my phone will work
phone_plan.travel_plan_add;going to be in  china  and need coverage for my phone
phone_plan.travel_plan_add;need a plan because I'll be in  India  for  3  days
phone_plan.travel_plan_add;traveling to mexico and want to make sure i have coverage
phone_plan.travel_plan_add;taking a flight to  Montreal  and I want to make sure data works when i land
phone_plan.travel_plan_add;i'm going on a trip to  Kuala Lumpur  for  7  days
phone_plan.travel_plan_add;i'm going on a trip to  Kuala Lumpur  for  7  days
phone_plan.travel_plan_add;traveling to  mexico  and want to make sure i have coverage
faq.bill_reduction.bill_type;How could I obtain a lower bill every month?
faq.bill_reduction.bill_type;Is there a way I could have lower bill amount each month?
faq.bill_reduction.bill_type;Could you get my bill reduced?
faq.bill_reduction.bill_type;Need some help getting my bill reduced.
faq.bill_reduction.bill_type;Any Bill reduction options for my account?
faq.bill_reduction.bill_type;How could I potentially reduce my monthly bill?
faq.bill_reduction.bill_type;How could I possibly reduce my bill?
faq.bill_reduction.bill_type;What options do I have to reduce my bill?
faq.bill_reduction.bill_type; What are my options to reduce my bill?
faq.bill_reduction.bill_type; What bills can you investigate?
faq.bill_reduction.bill_type; Bill types?
faq.bill_reduction.bill_type;What are the bill types you can explore?
faq.bill_reduction.bill_type;What are the main  bill  types you can look over for us?
faq.bill_reduction.bill_type;Can you tell me the types of bills you can explore?
faq.bill_reduction.bill_type;Which types of bills can you help us to investigate?
faq.bill_reduction.bill_type;Which types of bills can you look over?
faq.bill_reduction.bill_type;What are the types of bills you can look over?
faq.bill_reduction.bill_type;Tell me about the bill types you can investigate.
faq.bill_reduction.bill_type;Tell me about the types of bills present.
faq.bill_reduction.bill_type;Please tell me about the types of bills you can help out with.
faq.bill_reduction.bill_type;Please tell me about the bill types you can investigate.
faq.bill_reduction.bill_type;Can you tell me about the bill types you can help out with?
faq.bill_reduction.bill_type;On what types of bills you can provide help on?
faq.bill_reduction.bill_type;Types of bills you can investigate.
faq.bill_reduction.bill_type;Can you tell me the types of bills you can investigate?
faq.bill_reduction.bill_type;What are the type of bills you can help me to investigate?
faq.bill_reduction.bill_type;What type of bills can you help me to investigate?
bill_reduction.paymentcharge_type;Is  this a monthly   recurring  charge?
bill_reduction.paymentcharge_type;How often is the billing applied?
bill_reduction.paymentcharge_type;How often will I be billed for this?
bill_reduction.paymentcharge_type;Is this a bimonthly charge?
bill_reduction.paymentcharge_type;Is it an annual charge or a monthly charge?
bill_reduction.paymentcharge_type;Is this a charge that is recurring every month?
bill_reduction.paymentcharge_type;How frequently will this charge be applied?
bill_reduction.paymentcharge_type;Is there a cadence for this type of charge?
bill_reduction.paymentcharge_type;What is the frequency of this charge?
bill_reduction.paymentcharge_type;Is it yearly payment?
bill_reduction.paymentcharge_type;Is it  one time  payment for the subscription?
bill_reduction.paymentcharge_type;When is this subscription ending?
bill_reduction.paymentcharge_type;When will this be ending?
bill_reduction.paymentcharge_type;How long do I have to pay?
bill_reduction.paymentcharge_type;How many months is this commitment?
bill_reduction.paymentcharge_type;Will I be billed every time?
bill_reduction.paymentcharge_type;Does this happen every month?
bill_reduction.paymentcharge_type;Am I being charged every month?
bill_reduction.paymentcharge_type;Is it  recurrent  payment?
bill_reduction.paymentcharge_type;Will I be charged every month for this?
bill_reduction.paymentcharge_type;Is it a single time charge?
bill_reduction.paymentcharge_type;What type of payment charge is it?
bill_reduction.paymentcharge_type;Is that a  one time  charge?
bill_reduction.paymentcharge_type;is this a  one time ?
bill_reduction.paymentcharge_type;is  this  a  one time ?
bill_reduction.paymentcharge_type;is this a  recurring  charge?
bill_reduction.paymentcharge_type;what type of payment charge it is?
phone_plan.first_option;consider the  first option
phone_plan.first_option;I will take the  first option
phone_plan.first_option;the other  one
phone_plan.first_option;I'll take the  first one
phone_plan.unlimited_plans;can I switch to the un-limited data plan please
phone_plan.unlimited_plans;Can I be switched to unlimited data?
phone_plan.unlimited_plans;How can I switch to unlimited data plans.
phone_plan.unlimited_plans;want un-limited
phone_plan.unlimited_plans;" Can I be switched to unlimited data? "
phone_plan.unlimited_plans;switch to unlimited data
phone_plan.unlimited_plans;Guide me to switch my plan to unlimited.
phone_plan.unlimited_plans;It’s better to switch to unlimited for better options. Help me with it.
phone_plan.unlimited_plans;I feel like changing my plan type to unlimited. Can you help me with it?
phone_plan.unlimited_plans;How can I switch to un-limited plans.
phone_plan.unlimited_plans;Let me change to unlimited plans.
phone_plan.unlimited_plans;Change my subscription to unlimited plans.
phone_plan.unlimited_plans;I want to alter my subscription to an unlimited plan.
phone_plan.unlimited_plans;Transfer my subscription to unlimited plans.
phone_plan.unlimited_plans;Help me transfer my subscription to unlimited plans.
phone_plan.unlimited_plans;I want to transfer my subscription to unlimited plans.
phone_plan.unlimited_plans;Subscribe to unlimited plans
phone_plan.unlimited_plans;Switch to unlimited plans.
phone_plan.unlimited_plans;Please switch me to unlimited plans.
phone_plan.unlimited_plans;Help me switch to unlimited plans.
phone_plan.unlimited_plans;Let me be switched to unlimited plans.
phone_plan.unlimited_plans;Switch me to unlimited plans.
phone_plan.unlimited_plans;Can I be switched to unlimited plans?
phone_plan.unlimited_plans;Can you switch me to unlimited plans?
phone_plan.unlimited_plans;I want to switch to unlimited plans
phone_plan.unlimited_plans;what are my plan options
phone_plan.unlimited_plans;do you have any unlimited plans?
phone_plan.unlimited_plans;I need to switch to unlimited plans
phone_plan.unlimited_plans;want to switch to unlimited plans
troubleshoot.outage_issue;I think there is low wattage in our house.
troubleshoot.outage_issue;Please restore our electrical supply.
troubleshoot.outage_issue;We have no electricity here. What to do?
troubleshoot.outage_issue;There is loss of electrical power in our area.
troubleshoot.outage_issue;Is there a power cut in our area? If so, provide me the details.
troubleshoot.outage_issue;Can you provide me the details about the power cut in our area?
troubleshoot.outage_issue;It's been  eight hours  of outage here.
troubleshoot.outage_issue;It's very cool in here with no power.
troubleshoot.outage_issue;Please provide me with details about the power outage in our area.
troubleshoot.outage_issue;Details about the power outage in our area.
troubleshoot.outage_issue;Provide me details about the power cut in our area.
troubleshoot.outage_issue;Power cut in here.
troubleshoot.outage_issue;I want you to help me know about the power outage in our area.
troubleshoot.outage_issue;Can you help me with the power outage in our area?
troubleshoot.outage_issue;I think there is a power outage in our area.
troubleshoot.outage_issue;Power Outage here.
troubleshoot.outage_issue;Outage here
troubleshoot.outage_issue;Outage here. What to do?
troubleshoot.outage_issue;No power here.
troubleshoot.outage_issue;It's an outage in our area. What to do?
troubleshoot.outage_issue;It's power cut out here.
troubleshoot.outage_issue;There is no power in here.
troubleshoot.outage_issue;There is power  outage  in our area. What to do?
troubleshoot.outage_issue;There is  outage  in our area . what to do?
troubleshoot.outage_issue;There is  power cut  in our area. What to do?
phone_plan.upgrade_data;I’d like to have an upgrade for my data.
phone_plan.upgrade_data;I need a better data plan for my usage.
phone_plan.upgrade_data;What are the various data upgrade options?
phone_plan.upgrade_data;Could you please put me in a higher data plan?
phone_plan.upgrade_data;I need a better data plan for my needs. 
phone_plan.upgrade_data;Please put me in the higher data tier.
phone_plan.upgrade_data;I frequently run out of data. Is there an upgraded data plan that I could use?
phone_plan.upgrade_data;I need additional data. Could you upgrade it?
phone_plan.upgrade_data;Could you upgrade my date?
phone_plan.upgrade_data;Help me add more data to the existing data plan.
phone_plan.upgrade_data;Please add more data.
phone_plan.upgrade_data;Let the data plan be upgraded.
phone_plan.upgrade_data;Help me upgrade the data
phone_plan.upgrade_data;Please upgrade data
phone_plan.upgrade_data;Upgrade the plan.
phone_plan.upgrade_data;Upgrade my data plan
phone_plan.upgrade_data;This data plan does not meet my needs. Can I upgrade to a better one?
phone_plan.upgrade_data;I need a high volume of data.
phone_plan.upgrade_data;I want to have a sufficient data plan.
phone_plan.upgrade_data;The current data plan is not sufficient enough.
phone_plan.upgrade_data;I want more data.
phone_plan.upgrade_data;How to change my data plan?
phone_plan.upgrade_data;How can I upgrade my data plan to others?
phone_plan.upgrade_data;Can I upgrade my data plan
phone_plan.upgrade_data;need to upgrade my data plan
phone_plan.upgrade_data;I want to upgrade in data usage
phone_plan.upgrade_data;upgrade my data
phone_plan.upgrade_data;I want to upgrade my data usage
troubleshoot.outage_timeline;How long will it take?
troubleshoot.outage_timeline;How much time do I have to wait?
troubleshoot.outage_timeline;When will it return?
troubleshoot.outage_timeline;ETA for power to be back.
troubleshoot.outage_timeline;How long does it take?
troubleshoot.outage_timeline;When will it be back?
troubleshoot.outage_timeline;At what time can the power be back?
troubleshoot.outage_timeline;Can you tell me the estimated time for the power to be restored?
troubleshoot.outage_timeline;When will the power be back?
troubleshoot.outage_timeline;Will the power be back soon?
troubleshoot.outage_timeline;Please let me know the duration of the outage.
troubleshoot.outage_timeline;Tell me when the power is returning.
troubleshoot.outage_timeline;Please tell me ETA .
troubleshoot.outage_timeline;How long do I have to wait for the service to return?
troubleshoot.outage_timeline;How long does that take?
troubleshoot.outage_timeline;How long will it take for the service to be returned?
troubleshoot.outage_timeline;Can the service be restored by the evening?
troubleshoot.outage_timeline;What is the approximate time for the service to restore?
troubleshoot.outage_timeline;Will the service be back in  2  hours?
troubleshoot.outage_timeline;What is the ETA for getting the service back?
troubleshoot.outage_timeline;Can you tell me the approximate time for service to return to normalcy?
troubleshoot.outage_timeline;For how long do I need to wait for service to return?
troubleshoot.outage_timeline;How much time is it going to take?
troubleshoot.outage_timeline;How long do I have to wait?
troubleshoot.outage_timeline;How long is it going to take?
troubleshoot.outage_timeline;Do you know how long it's going to take?
faq.bill_reduction.current_bill;I just can’t figure out my bill.
faq.bill_reduction.current_bill;I want to understand my bill and I can’t seem to figure it out.
faq.bill_reduction.current_bill;Would you be kind enough to help me go through my current bill?
faq.bill_reduction.current_bill;Could you walk me through my current bill?
faq.bill_reduction.current_bill;Would you be able to explain my bill to me?
faq.bill_reduction.current_bill;I don’t know how I’m currently billed.
faq.bill_reduction.current_bill;How do I understand my current bill?
faq.bill_reduction.current_bill;Please explain the typical items I see in my current bill.
faq.bill_reduction.current_bill;What are the usual entries in my current bill?
faq.bill_reduction.current_bill;I want to know the components of my existing bill.
faq.bill_reduction.current_bill;I need help understanding my current bill.
faq.bill_reduction.current_bill;I want to understand my current bill.
faq.bill_reduction.current_bill;Tell me my current phone bill.
faq.bill_reduction.current_bill;What is my current phone bill?
faq.bill_reduction.current_bill;Can you tell me what my phone bill is?
faq.bill_reduction.current_bill;How can you help me know my phone bill?
faq.bill_reduction.current_bill;Can I know my phone bill?
faq.bill_reduction.current_bill;I want to know my current phone bill.
faq.bill_reduction.current_bill;Please help me know my current phone bill.
faq.bill_reduction.current_bill;Please let me know my phone bill.
faq.bill_reduction.current_bill;Help me know my current phone bill.
faq.bill_reduction.current_bill;Can you tell me my phone  bill ?
faq.bill_reduction.current_bill;What is my phone  bill ?
faq.bill_reduction.current_bill;Let me know my current phone bill.
faq.bill_reduction.current_bill;Please tell me know my current phone bill.
faq.bill_reduction.current_bill;Can you tell me my current phone bill?
faq.bill_reduction.current_bill;What is my current bill?
troubleshoot.password_change;Password slipped out of my mind. Please change it.
troubleshoot.password_change;I failed to remember my password. Please help
troubleshoot.password_change;I want to change my router password.
troubleshoot.password_change;Forgot my password.
troubleshoot.password_change;Can you help me change my router password?
troubleshoot.password_change;Please change my password.
troubleshoot.password_change;I want to reset my password.
troubleshoot.password_change;Let me reset my password.
troubleshoot.password_change;"Too many people are using my wifi. Help me! Let me reset my password."
troubleshoot.password_change;Guide me the details to change my password.
troubleshoot.password_change;Reset my password.
troubleshoot.password_change;Help me change my password
troubleshoot.password_change;Change my password.
troubleshoot.password_change;I suspect some unauthorised logins. Are there any instructions to change the password?
troubleshoot.password_change;I want to change the default password. What's the procedure?
troubleshoot.password_change;How do I change the default password?
troubleshoot.password_change;Looks like my router is no longer accepting my password. How do I change it?
troubleshoot.password_change;What steps do I need to follow to reset my password?
troubleshoot.password_change;Please help me with the process of changing the password.
troubleshoot.password_change;Need help changing the admin password for my router.
troubleshoot.password_change;My password doesn't work. How do I reset it?
troubleshoot.password_change;I forgot my password. How do I change it?
troubleshoot.password_change;How do I reset my password?
troubleshoot.password_change;Can you please help me change my  wifi   password ?
troubleshoot.password_change;I want to change my  password
